Scenario,Model,Period,Test P,Test R,Test A,Test F,Test AUC,Test MCC,Test B,Importance_0,Importance_1,Importance_2,Importance_3,Importance_4,Importance_5,Importance_6,Importance_7,Importance_8,Importance_9
Sliding Window,NN,14,0.23333333333333334,0.21806853582554517,0.9751408341516358,0.22544283413848634,0.8334398332151274,0.2129510139873862,0.18921430748913312,0.1303477006889922,0.004978368851145687,0.11727287293702937,0.019195641724082745,0.009703573145329348,-0.0004935106553435986,0.13222079794904668,0.09673289536933194,0.15414196442877748,0.1552812049351066
History Window,NN,14,0.24083769633507854,0.2866043613707165,0.9731769083673575,0.26173541963015645,0.8577082175014097,0.24915509795245072,0.1615785683068387,0.13706297067777587,0.01927255247556463,0.17466111200128168,0.014834161192116491,0.013973722159910107,0.0001602307322543073,0.1494616247396249,0.1432094215670564,0.1562586124018585,0.10998077231212935
SEA,NN,15,0.2518518518518518,0.08133971291866028,0.9802242609582059,0.1229656419529837,0.8709368995445544,0.13496563424424293,0.13464152232445442,0.12496559621898078,0.014210362865267178,0.13453469977969923,0.009390727962655587,0.017479255830203422,0.004865441911472113,0.09827680243786448,0.10558835803223957,0.1799812695917158,0.1361604603992585
AWE,NN,15,0.32231404958677684,0.09330143540669857,0.9812028542303771,0.14471243042671614,0.8709070287313557,0.16607180398286464,0.1474440967021922,0.10164031793169696,0.006205976261876245,0.1260399258547568,0.00987471006686651,0.01467260605001881,0.0026771867509048698,0.09344464824681431,0.09164187071165837,0.17297900835589705,0.11089731272017926
Sliding Window,NN,15,0.20735785953177258,0.14832535885167464,0.9758205912334352,0.17294281729428174,0.7978668369071462,0.16334837829322574,0.12855491158293877,0.0956286332624878,0.006276336603876187,0.12853388457021964,0.014284896303413253,0.00368125309342886,-0.0002962898263797253,0.04974204442891665,0.1173583330907115,0.17626313797420445,0.15255121747653846
History Window,NN,15,0.2229965156794425,0.15311004784688995,0.9764729867482161,0.18156028368794327,0.8265627645328453,0.17314474006014977,0.12737600230896856,0.09517250414883391,0.009871798604438941,0.14914694150871982,0.012027736532059973,0.012311604118748787,0.0009890237866479802,0.10929329102007937,0.11082132355081953,0.166322531807727,0.12214778583282382
SEA,NN,16,0.28846153846153844,0.06263048016701461,0.977568089212953,0.10291595197255575,0.8857105727286256,0.12642337417869448,0.16605182216746314,0.2125080126370733,0.024612131132529115,0.16564702044367116,0.009670051051944828,0.03260370641697761,0.00643466266797923,0.09355045672031322,0.09660922368993383,0.15001196172248807,0.09315881046679335
AWE,NN,16,0.39,0.081419624217119,0.9785116877546643,0.13471502590673576,0.8836063429131237,0.17093664938889322,0.17753326096761074,0.19012568393580734,0.024334321558572382,0.16728228520409327,0.009509397678624599,0.02606859961997208,0.006901227078134631,0.09292386850117898,0.07755631739200106,0.13699079691399005,0.09007583388658683
Sliding Window,NN,16,0.3481953290870488,0.34237995824634654,0.973321895775252,0.3452631578947368,0.8736471567619672,0.3316599353202156,0.24433749459210038,0.2292304434422289,0.010079554039513817,0.16197328357867272,0.01523946338224862,0.003021508207229684,9.037109956284705e-05,0.09846723976099452,0.10944392298711121,0.18808927222362132,0.14224136352189745
History Window,NN,16,0.40350877192982454,0.38413361169102295,0.9756808921295304,0.39358288770053473,0.8888017802166378,0.38130233965797017,0.3121006924738414,0.2209494402600674,0.009697580183604004,0.18644942881344306,0.009508024083697863,0.007999130056546355,0.00041390993795944466,0.1015567981502256,0.1508318834275773,0.18700871088116128,0.1064865158764681
SEA,NN,17,0.35398230088495575,0.12903225806451613,0.992154261402626,0.18912529550827423,0.935580144287362,0.21045495735434402,0.1759566772453353,0.17695629813328914,0.0353978146887435,0.16497927571794052,0.013048060285650753,0.037235672787339635,0.00520957457472726,0.11596275295173915,0.08980047158092923,0.2024340898095806,0.11367131419406291
AWE,NN,17,0.3177570093457944,0.10967741935483871,0.9920170181618555,0.16306954436450838,0.9321690739331533,0.18339280551286027,0.17373022066919594,0.16706665330084863,0.02914862644427112,0.15793332490705678,0.00790163920136342,0.036029000919626464,0.007966056633295814,0.11661930518085264,0.08259199532777492,0.20697560592919323,0.10187834781054832
Sliding Window,NN,17,0.2616822429906542,0.2709677419354839,0.989409396587218,0.2662440570522979,0.880651663733755,0.2609521284092578,0.1475858794852316,0.20400835073068885,0.024056642012543518,0.17590360920672413,0.008974246102483829,0.0012695638530165975,6.485327382619311e-05,0.15221285646418897,0.13122715643673094,0.21329021404195414,0.2062765591154152
History Window,NN,17,0.23931623931623933,0.18064516129032257,0.9901184866645317,0.20588235294117646,0.8975420392257113,0.20302398149629933,0.14035208604515917,0.17657641833848356,0.01834824639013959,0.11893759179919897,0.007043902353982156,0.0010831542749552225,-3.7395234504633557e-05,0.09661372640460955,0.11702385362685837,0.20502578004802982,0.17340200748776374
SEA,NN,18,0.27956989247311825,0.03547066848567531,0.9696125004907542,0.06295399515738499,0.9166415466558842,0.0908109644425335,0.2696300281985225,0.1428525494276795,0.024814880332986445,0.11388896982310093,0.0040235171696149765,0.019114568158168522,0.004868782518210213,0.07196951092611859,0.07821977107180018,0.14982882414151918,0.07264027055150882
